Ensembl	Name	AltNames	Biotype	GeneLength	SumExonLength	Chr
FBgn0085517	CG40793		protein_coding	2413	1359	U
FBgn0085518	CG40794		protein_coding	1869	273	U
FBgn0085519	CG40798		protein_coding	255	255	U
FBgn0085520	CG40801	CG40801-RA	protein_coding	730	429	Y
FBgn0085521	CG40813	CG40813-RA	protein_coding	715	642	X
FBgn0085522	CG40818		protein_coding	1223	263	U
FBgn0085523	Su(Ste):CR40820	Su(Ste):CR40820-RB,CG40820	lincRNA	1058	1058	Y
FBgn0085524	CG40844		protein_coding	270	270	U
FBgn0085525	CG40849		protein_coding	707	707	U
FBgn0085526	CG40856		protein_coding	1100	779	U
FBgn0085527	CG40858		protein_coding	653	553	U
FBgn0085528	CG40862		protein_coding	144	144	U
FBgn0085529	CG40867		protein_coding	513	513	U
FBgn0085530	CG40871		protein_coding	2648	360	U
FBgn0085531	CG40878		protein_coding	236	236	U
FBgn0085532	CG40894		protein_coding	354	354	U
FBgn0085533	CG40908		protein_coding	267	267	U
FBgn0085534	CG40910		protein_coding	254	254	3RHet
FBgn0085535	CG40923		protein_coding	280	280	U
FBgn0085536	CG40924		protein_coding	522	522	U
FBgn0085537	CG40928		protein_coding	696	476	U
FBgn0085538	CG40930	CG40930-RB	protein_coding	2475	2475	U
FBgn0085539	CG40936	CG40936-RB	protein_coding	635	575	U
FBgn0085540	CR40947	CG40947,CR40947-RB	lincRNA	348	348	211000022280347
FBgn0085541	CG40948	CG40948-RB	protein_coding	603	603	U
FBgn0085542	CG40949		protein_coding	684	291	U
FBgn0085543	CG40950		protein_coding	1088	738	U
FBgn0085544	CG40955		protein_coding	701	639	U
FBgn0085545	CG40958		protein_coding	1030	219	U
FBgn0085546	CG40968	CG40968-RB	protein_coding	1072	1072	U
FBgn0085547	CG40971		protein_coding	393	393	U
FBgn0085548	CG40972		protein_coding	370	243	U
FBgn0085549	CG40973		protein_coding	231	231	U
FBgn0085550	CG40992	CG40992-RB	protein_coding	1026	1026	U
FBgn0085551	CG40995		protein_coding	402	402	U
FBgn0085552	CG41010		protein_coding	573	573	U
FBgn0085553	CG41012		protein_coding	3296	2751	U
FBgn0085554	CG41015		protein_coding	287	287	U
FBgn0085555	CG41018		protein_coding	444	444	U
FBgn0085556	CG41020	CG41020-RB	protein_coding	965	904	U
FBgn0085557	CG41026		protein_coding	288	288	2RHet
FBgn0085558	CG41027		protein_coding	267	267	2RHet
FBgn0085559	CG41038		protein_coding	2133	2133	U
FBgn0085560	CG41057		protein_coding	324	324	3RHet
FBgn0085561	CG41229		protein_coding	640	640	U
FBgn0085562	CG41232		protein_coding	375	375	2LHet
FBgn0085563	CG41233		protein_coding	157	157	2RHet
FBgn0085564	CG41234		protein_coding	3356	519	U
FBgn0085566	CG41238		protein_coding	369	369	3RHet
FBgn0085567	CG41239		protein_coding	159	159	3LHet
FBgn0085568	CG41240		protein_coding	21235	714	3LHet
FBgn0085569	CG41242	CG41242-RB	protein_coding	546	483	2R
FBgn0085570	CR41243	CG41243-RA,CG41243	pseudogene	1307	1307	2R
FBgn0085571	CG41245		protein_coding	15817	473	U
FBgn0085572	CG41246		protein_coding	21831	647	U
FBgn0085573	CG41247		protein_coding	252	252	3LHet
FBgn0085574	CG41248		protein_coding	48250	240	3LHet
FBgn0085575	CG41249		protein_coding	854	510	3RHet
FBgn0085576	CG41250		protein_coding	393	393	3RHet
FBgn0085577	CG41251		protein_coding	179	179	U
FBgn0085578	CG41252		protein_coding	1121	276	2RHet
FBgn0085579	CG41253		protein_coding	370	231	2RHet
FBgn0085580	CG41254		protein_coding	93414	1332	2RHet
FBgn0085581	CG41255		protein_coding	299	299	2RHet
FBgn0085582	CR41257	CG41257-RA,CG41257	lincRNA	663	461	2R
FBgn0085583	CG41258		protein_coding	369	318	2RHet
FBgn0085584	CG41262		protein_coding	34486	729	3LHet
FBgn0085586	CG41265	CG41265-RA	protein_coding	94547	2974	2RHet
FBgn0085587	CG41266		protein_coding	2463	555	2RHet
FBgn0085588	CG41267		protein_coding	251	251	2RHet
FBgn0085589	CG41268		protein_coding	5621	267	2RHet
FBgn0085590	CG41272		protein_coding	33689	622	U
FBgn0085591	CG41274		protein_coding	62801	837	3LHet
FBgn0085592	CG41276		protein_coding	240	240	2RHet
FBgn0085593	CG41277		protein_coding	289	289	2RHet
FBgn0085594	CG41278		protein_coding	14056	634	2RHet
FBgn0085595	CG41279		protein_coding	10985	663	U
FBgn0085596	CG41280		protein_coding	285	285	3RHet
FBgn0085597	CG41281	CG41281-RB	protein_coding	299	299	3RHet
FBgn0085598	CG41283		protein_coding	16910	771	3LHet
FBgn0085599	CG41284	CG41284-RB	protein_coding	7118	1023	3L
FBgn0085600	CG41286		protein_coding	15208	468	3RHet
FBgn0085601	CG41287		protein_coding	17038	712	3RHet
FBgn0085602	CG41293		protein_coding	703	408	XHet
FBgn0085603	CG41297		protein_coding	132	132	U
FBgn0085604	CG41298		protein_coding	633	414	3RHet
FBgn0085605	CG41300		protein_coding	969	294	3RHet
FBgn0085606	CG41310		protein_coding	12756	246	U
FBgn0085607	CG41311		protein_coding	230	230	2RHet
FBgn0085608	CG41312		protein_coding	381	381	2RHet
FBgn0085609	CG41314		protein_coding	2659	239	U
FBgn0085610	CG41316		protein_coding	416	416	U
FBgn0085611	CG41318		protein_coding	21496	546	U
FBgn0085612	CG41320	CG41320-RA	protein_coding	13461	506	3LHet
FBgn0085613	CG41322		protein_coding	6080	474	2RHet
FBgn0085614	CG41323		protein_coding	5094	609	2RHet
FBgn0085615	CG41325		protein_coding	3880	663	2RHet
FBgn0085616	CG41326		protein_coding	21338	288	2RHet
FBgn0085617	CG41327		protein_coding	285	285	U
FBgn0085618	CG41328		protein_coding	6055	589	U
FBgn0085619	CG41329		protein_coding	6275	385	3RHet
FBgn0085620	CG41332		protein_coding	11482	573	2RHet
FBgn0085621	CG41335		protein_coding	74094	1401	3RHet
FBgn0085622	CG41336		protein_coding	4444	243	3RHet
FBgn0085623	CG41337		protein_coding	417	417	3RHet
FBgn0085624	CG41339		protein_coding	40985	783	3RHet
FBgn0085625	CG41343	CG41343-RB	protein_coding	142197	503	3LHet
FBgn0085626	CG41344		protein_coding	286	286	3LHet
FBgn0085627	CG41346		protein_coding	22620	479	3LHet
FBgn0085628	CG41347		protein_coding	71226	943	3LHet
FBgn0085629	CG41348		protein_coding	1135	402	3LHet
FBgn0085630	CG41358		protein_coding	6164	898	3RHet
FBgn0085631	CG41360		protein_coding	4533	326	U
FBgn0085632	CG41363		protein_coding	24398	213	2RHet
FBgn0085633	CG41367	CG41367-RB	protein_coding	810	756	U
FBgn0085634	CG41369		protein_coding	4377	217	3RHet
FBgn0085635	CG41370		protein_coding	751	339	2RHet
FBgn0085636	CG41373		protein_coding	1301	336	U
FBgn0085637	CG41374		protein_coding	7625	315	3LHet
FBgn0085638	CG41378	CG41378-RC	protein_coding	76329	859	2R
FBgn0085639	CG41389		protein_coding	1050	855	3RHet
FBgn0085640	CG41392		protein_coding	1426	530	3RHet
FBgn0085641	CG41395		protein_coding	3450	546	3LHet
FBgn0085642	CG41418		protein_coding	213	213	3LHet
FBgn0085643	CG41421		protein_coding	146	146	U
FBgn0085644	CG41423	CG41423-RA	protein_coding	1258	873	Y
FBgn0085645	CG41425		protein_coding	189	189	2LHet
FBgn0085646	CG41427		protein_coding	1406	475	U
FBgn0085647	CG41428		protein_coding	1991	428	U
FBgn0085648	CG41429		protein_coding	269	269	U
FBgn0085649	CG41430		protein_coding	18659	1143	3LHet
FBgn0085650	CG41489		protein_coding	1279	720	U
FBgn0085651	CG41490		protein_coding	491	432	U
FBgn0085652	CG41491		protein_coding	1375	240	U
FBgn0085653	CG41492		protein_coding	4129	310	U
FBgn0085654	CG41493		protein_coding	26996	522	U
FBgn0085655	CG41494		protein_coding	276	276	U
FBgn0085656	CG41495		protein_coding	7193	785	U
FBgn0085657	CG41496		protein_coding	195	195	U
FBgn0085658	CG41497	CG41497-RA	protein_coding	420	420	U
FBgn0085659	CG41498		protein_coding	7566	281	U
FBgn0085660	CG41500		protein_coding	1517	345	U
FBgn0085661	CG41511		protein_coding	495	440	3LHet
FBgn0085662	CG41517		protein_coding	1869	190	U
FBgn0085663	CG41518	CG41518-RB	protein_coding	244	244	U
FBgn0085664	CR41519	CG41519,CG41519-RB	pseudogene	238	238	2L
FBgn0085665	CG41520		protein_coding	126868	2679	U
FBgn0085666	CG41521		protein_coding	884	704	U
FBgn0085667	CG41522		protein_coding	213	213	U
FBgn0085668	CG41524		protein_coding	11153	618	U
FBgn0085669	CG41526		protein_coding	177	177	U
FBgn0085670	CG41527	CG41527-RB	protein_coding	327	327	U
FBgn0085671	CG41529		protein_coding	9722	946	U
FBgn0085673	Su(Ste):CR41533	Su(Ste):CR41533-RB,CG41533	lincRNA	1543	1543	Y
FBgn0085674	CG41534		protein_coding	534	534	U
FBgn0085675	CG41536		protein_coding	376	331	U
FBgn0085676	CG41537		protein_coding	538	474	U
FBgn0085677	CG41538		protein_coding	438	438	U
FBgn0085678	CG41541		protein_coding	246	246	U
FBgn0085679	CG41542		protein_coding	288	288	U
FBgn0085680	CG41545		protein_coding	192	192	U
FBgn0085681	CG41549		protein_coding	248	248	U
FBgn0085682	CG41551		protein_coding	251	251	U
FBgn0085683	CG41552		protein_coding	285	285	U
FBgn0085684	CG41553		protein_coding	312	312	U
FBgn0085685	CG41554		protein_coding	417	417	U
FBgn0085686	CG41555		protein_coding	17866	5211	U
FBgn0085687	CG41556		protein_coding	339	339	U
FBgn0085688	CG41557		protein_coding	362	362	U
FBgn0085689	CG41558		protein_coding	241	241	U
FBgn0085690	CG41559		protein_coding	387	387	U
FBgn0085691	CG41560		protein_coding	763	436	U
FBgn0085692	CG41561	CG41561-RA	protein_coding	2142	1428	211000022280328
FBgn0085693	CG41562	CG41562-RA	protein_coding	715	642	X
FBgn0085694	CG41563		protein_coding	189	189	U
FBgn0085695	CG41564		protein_coding	246	246	U
FBgn0085696	CG41566		protein_coding	489	489	U
FBgn0085697	CG41568		protein_coding	1405	474	U
FBgn0085698	CG41569		protein_coding	1533	627	U
FBgn0085699	CG41572		protein_coding	1216	677	3RHet
FBgn0085700	CG41573		protein_coding	236	236	U
FBgn0085701	CG41574		protein_coding	649	363	U
FBgn0085702	CG41576		protein_coding	348	348	U
FBgn0085703	CG41577		protein_coding	177	177	U
FBgn0085704	CG41578		protein_coding	375	375	U
FBgn0085705	CG41579		protein_coding	363	363	U
FBgn0085706	CG41580		protein_coding	365	365	U
FBgn0085707	CG41581		protein_coding	659	177	U
FBgn0085708	CG41582		protein_coding	1822	1719	U
FBgn0085709	CG41584		protein_coding	1084	687	U
FBgn0085710	CG41586		protein_coding	275	275	U
FBgn0085711	CG41587		protein_coding	309	309	U
FBgn0085712	CG41588		protein_coding	246	246	U
FBgn0085713	CG41589		protein_coding	260	260	U
FBgn0085714	CG41592		protein_coding	568	393	2RHet
FBgn0085715	CG41595		protein_coding	1395	294	2RHet
FBgn0085716	CG41596		protein_coding	15369	798	2RHet
FBgn0085717	CG41599		protein_coding	174	174	3LHet
FBgn0085718	CG41600		protein_coding	1774	381	3LHet
FBgn0085719	CG41603		protein_coding	177	177	2RHet
FBgn0085721	CG41614		protein_coding	273	273	U
FBgn0085722	CG41615		protein_coding	285	285	U
FBgn0085723	CG41616		protein_coding	471	351	U
FBgn0085724	CG41622		protein_coding	1279	720	U
FBgn0085725	CG41623		protein_coding	607	474	3LHet
FBgn0085726	CG41624		protein_coding	31606	1694	3RHet
FBgn0085727	CG42200		protein_coding	8913	645	3LHet
FBgn0085728	CG42226		protein_coding	1329	630	3LHet
FBgn0085729	CG42227		protein_coding	10797	1389	3LHet
FBgn0085730	CG42228		protein_coding	18600	789	3LHet
FBgn0085731	CG42229		protein_coding	277	277	3LHet
FBgn0085732	CR40190	CR40190-RB	pseudogene	2600	1791	2R
FBgn0085733	CR40375	CR40375-RA	ncRNA	13729	2032	U
FBgn0085734	CR40450	CR40450-RA	pseudogene	2165	1692	3L
FBgn0085735	CR40454		rRNA	123	123	U
FBgn0085736	CG40472	CR40472,CG40472-RC	protein_coding	581	460	3L
FBgn0085737	CR40502	CR40502-RA	rRNA	445	445	211000022278158
FBgn0085738	CR40503	CR40503-RA	rRNA	1462	1462	U
FBgn0085739	CR40507	CR40507-RA	rRNA	1077	1077	U
FBgn0085740	CR40508	CR40508-RA	rRNA	1092	1092	U
FBgn0085741	CR40528	CR40528-RA	rRNA	1033	1033	U
FBgn0085742	CR40546	CR40546-RA	rRNA	1944	1944	U
FBgn0085743	CR40560	CR40560-RA	rRNA	2391	2391	U
FBgn0085744	CR40561	CR40561-RA	rRNA	1697	1697	211000022278522
FBgn0085745	CR40565	CR40565-RA	rRNA	1049	1049	U
FBgn0085746	CR40571	CR40571-RA	rRNA	967	967	211000022278298
FBgn0085747	CR40572	CR40572-RA	rRNA	1172	1172	U
FBgn0085748	CR40573	CR40573-RA	rRNA	1110	1110	211000022278309
FBgn0085749	CR40574	CR40574-RA	rRNA	1045	1045	U
FBgn0085750	CR40581	CR40581-RA	rRNA	1278	1278	U
FBgn0085751	CR40582	CR40582-RA	rRNA	824	824	211000022278307
FBgn0085752	CR40594	CR40594-RA	rRNA	265	265	211000022278604
FBgn0085753	28SrRNA-Psi:CR40596	CR40596,CR40596-RA	pseudogene	6005	2775	rDNA
FBgn0085754	CR40597	CR40597-RA	rRNA	1108	1108	U
FBgn0085755	CR40611	CR40611-RA	rRNA	1088	1088	211000022278664
FBgn0085756	CR40613	CR40613-RA	rRNA	834	834	211000022278603
FBgn0085757	CR40621	CR40621-RA	rRNA	1134	1134	211000022278750
FBgn0085758	CR40639	CR40639-RA	rRNA	549	549	211000022278877
FBgn0085759	CR40640	CR40640-RA	rRNA	569	569	211000022278878
FBgn0085760	CR40641	CR40641-RA	rRNA	559	559	211000022278879
FBgn0085761	CR40642	CR40642-RA	rRNA	566	566	211000022279108
FBgn0085762	CG40648	CG40648-RB,CR40648	protein_coding	526	526	U
FBgn0085763	CR40659		pseudogene	630	630	U
FBgn0085764	CR40668	CR40668-RA	rRNA	740	740	211000022279055
FBgn0085765	2SrRNA-Psi:CR40677	CR40677-RA,CR40677	pseudogene	30	30	X
FBgn0085766	CR40679	CR40679-RA	rRNA	1012	1012	211000022279134
FBgn0085767	CR40685	CR40685-RA	rRNA	1124	1124	U
FBgn0085768	CR40712	CR40712-RA	rRNA	506	506	211000022279222
FBgn0085769	CR40728	CR40728-RA	rRNA	1032	1032	U
FBgn0085770	CR40734	CR40734-RA	rRNA	533	533	U
FBgn0085771	28SrRNA-Psi:CR40741	CR40741-RA,CR40741	pseudogene	1258	1258	X
FBgn0085772	CR40743	CR40743-RA	rRNA	530	530	211000022279342
FBgn0085773	CR40766	CR40766-RA	rRNA	838	838	211000022279529
FBgn0085774	CR40779	CR40779-RA	rRNA	1211	1211	U
FBgn0085775	CR40847		pseudogene	920	920	U
FBgn0085776	CR40855		pseudogene	747	747	U
FBgn0085777	CR40959	CR40959-RA	rRNA	765	765	211000022280645
FBgn0085778	CR40962	CR40962-RA	rRNA	208	208	U
FBgn0085779	CR40963	CR40963-RA	rRNA	200	200	U
FBgn0085780	CR40976	CR40976-RA	rRNA	345	345	U
FBgn0085781	CR41056		pseudogene	179585	1974	3RHet
FBgn0085782	CR41101		pseudogene	871	783	3RHet
FBgn0085783	CR41111		ncRNA	5415	1231	3LHet
FBgn0085784	CR41379	CR41379-RA	pseudogene	479	479	2R
FBgn0085785	CR41437		misc_RNA	947	342	2LHet
FBgn0085786	CR41501	CR41501-RC	pseudogene	1512	1512	2R
FBgn0085787	CG41503	CG41503-RB,CR41503	protein_coding	1736	1113	YHet
FBgn0085788	CR41504	CR41504-RA	pseudogene	789	789	Y
FBgn0085789	CR41506	CR41506-RA	pseudogene	1281	1083	Y
FBgn0085790	CR41507	CR41507-RA	pseudogene	1259	1041	Y
FBgn0085791	CR41508	CR41508-RA	pseudogene	1259	1041	Y
FBgn0085792	CR41509	CR41509-RA	pseudogene	1438	1211	Y
FBgn0085793	CR41510	CR41510-RA	ncRNA	22711	1021	2RHet
FBgn0085794	CR41531		pseudogene	888	888	U
FBgn0085795	CR41535	CR41535-RA	rRNA	668	668	211000022279708
FBgn0085796	CR41539	CR41539-RA	rRNA	618	618	U
FBgn0085797	CR41540	CR41540-RA	rRNA	1279	1279	U
FBgn0085799	CR41544	CR41544-RA	rRNA	540	540	211000022278880
FBgn0085802	18SrRNA:CR41548	CR41548-RA,CR41548	rRNA	1995	1995	rDNA
FBgn0085803	CR41550	CR41550-RA	rRNA	1030	1030	211000022279555
FBgn0085804	CR41571	CR41571-RA	pseudogene	252	252	3R
FBgn0085805	CR41583	CR41583-RA	rRNA	1975	1975	211000022278724
FBgn0085806	CR41585		pseudogene	533	533	U
FBgn0085807	CR41590	CR41590-RA	rRNA	1994	1994	211000022278282
FBgn0085808	CR41591	CR41591-RA	rRNA	1942	1942	211000022280133
FBgn0085809	CR41594		ncRNA	1741	572	2RHet
FBgn0085810	CR41597	CR41597-RA	pseudogene	1091	1091	3L
FBgn0085811	CR41598		ncRNA	30163	737	3LHet
FBgn0085812	CR41601	CR41601-RA	lincRNA	759	614	3R
FBgn0085813	18SrRNA-Psi:CR41602	CR41602-RA,CR41602	pseudogene	1975	1975	X
FBgn0085814	CR41604	CR41604-RD	pseudogene	6256	963	U
FBgn0085815	CR41605	CR41605-RA	rRNA	1460	1460	U
FBgn0085816	CR41606	CR41606-RA	rRNA	2099	2099	211000022278875
FBgn0085817	CR41607	CR41607-RA	rRNA	1266	1266	211000022279446
FBgn0085818	CR41608	CR41608-RA	rRNA	912	912	U
FBgn0085819	28SrRNA-Psi:CR41609	CR41609,CR41609-RA	pseudogene	895	895	X
FBgn0085820	CR41610		rRNA	1130	1130	U
FBgn0085821	CR41612		pseudogene	255	255	U
FBgn0085822	CR41613	CR41613-RA	rRNA	575	575	211000022279531
FBgn0085823	CR41617	CR41617-RA	rRNA	507	507	U
FBgn0085824	CR41618	CR41618-RA	rRNA	1015	1015	U
FBgn0085825	CR41619	CR41619-RA	rRNA	1005	1005	211000022279132
FBgn0085826	CR41620	CR41620-RA	rRNA	524	524	211000022278985
FBgn0085827	CR41621	CR41621-RA	rRNA	462	462	211000022279528
FBgn0085828	CR42195	CR42195-RA	rRNA	752	752	211000022278498
FBgn0085829	CR42196		pseudogene	1399	1399	U
FBgn0085830	CR42197		pseudogene	486	406	U
FBgn0085831	CR42201	CR42201-RA	pseudogene	237	237	Y
FBgn0085832	CR42205		pseudogene	2194	763	U
FBgn0085833	CR42206		pseudogene	1017	466	U
FBgn0085834	CR42217		ncRNA	13039	460	3LHet
FBgn0086021	snoRNA:MeU6-C68	snoRNA:MeU6-C68-RA	snoRNA	99	99	2R
FBgn0086022	snoRNA:Me28S-U1130	snoRNA:Me28S-U1130-RA	snoRNA	109	109	2R
FBgn0086023	snoRNA:Me28S-A2589a	snoRNA:Me28S-A2589a-RA	snoRNA	106	106	2R
FBgn0086024	snoRNA:Me28S-A2589b	snoRNA:Me28S-A2589b-RA	snoRNA	109	109	2R
FBgn0086025	snoRNA:Me28S-A2589c	snoRNA:Me28S-A2589c-RA	snoRNA	107	107	2R
FBgn0086026	snoRNA:Me28S-G2596	snoRNA:Me28S-G2596-RA	snoRNA	74	74	2R
FBgn0086027	snoRNA:Or-CD1	snoRNA:Or-CD1-RA	snoRNA	106	106	2R
FBgn0086028	snoRNA:Me28S-G2173	snoRNA:Me28S-G2173-RA	snoRNA	67	67	2R
FBgn0086029	snoRNA:Me18S-A1597	snoRNA:Me18S-A1597-RA	snoRNA	116	116	2R
FBgn0086030	snoRNA:Me18S-G393	snoRNA:Me18S-G393-RA	snoRNA	118	118	2R
FBgn0086031	snoRNA:Me28S-U1230	snoRNA:Me28S-U1230-RA	snoRNA	128	128	2L
FBgn0086032	snoRNA:Me28S-C437	snoRNA:Me28S-C437-RA	snoRNA	116	116	2L
FBgn0086033	snoRNA:Me28S-A2486	snoRNA:Me28S-A2486-RA	snoRNA	116	116	2L
FBgn0086034	snoRNA:Me28S-G2743	snoRNA:Me28S-G2743-RA	snoRNA	79	79	2L
FBgn0086035	snoRNA:Me18S-G642	snoRNA:Me18S-G642-RA	snoRNA	78	78	2L
FBgn0086036	snoRNA:Me18S-A934	snoRNA:Me18S-A934-RA	snoRNA	91	91	2L
FBgn0086037	snoRNA:Me28S-A2958	snoRNA:Me28S-A2958-RA	snoRNA	135	135	2L
FBgn0086038	snoRNA:Me28S-C1237	snoRNA:Me28S-C1237-RA	snoRNA	100	100	2L
FBgn0086039	snoRNA:Me28S-A2113	snoRNA:Me28S-A2113-RA,snoRNA:28S-A2113	snoRNA	73	73	2L
FBgn0086040	snoRNA:Me28S-A3365	snoRNA:Me28S-A3365-RA	snoRNA	101	101	2L
FBgn0086041	snoRNA:Me18S-A469	snoRNA:Me18S-A469-RA	snoRNA	88	88	2L
FBgn0086042	snoRNA:Me28S-G980	snoRNA:Me28S-G980-RA	snoRNA	71	71	X
FBgn0086043	snoRNA:Me18S-C1024	snoRNA:Me18S-C1024-RA	snoRNA	99	99	X
FBgn0086044	snoRNA:Me28S-U1688	snoRNA:Me28S-U1688-RA	snoRNA	118	118	X
FBgn0086045	snoRNA:Me18S-A627	snoRNA:Me18S-A627-RA	snoRNA	99	99	X
FBgn0086046	snoRNA:Me28S-A1705	snoRNA:Me28S-A1705-RA	snoRNA	79	79	X
FBgn0086047	snoRNA:Me18S-G894	snoRNA:Me18S-G894-RA	snoRNA	108	108	X
FBgn0086048	snoRNA:Me28S-U3344b	snoRNA:Me28S-U3344b-RA	snoRNA	81	81	X
FBgn0086049	snoRNA:Me28S-U3344a	snoRNA:Me28S-U3344a-RA	snoRNA	79	79	X
FBgn0086050	snoRNA:Me28S-U2134b		snoRNA	77	77	3R
FBgn0086051	snoRNA:Me28S-U2134a	snoRNA:Me28S-U2134a-RA	snoRNA	75	75	3R
FBgn0086052	snoRNA:Me18S-G423	snoRNA:Me18S-G423-RA	snoRNA	96	96	3R
FBgn0086053	snoRNA:Me18S-G1358a	snoRNA:Me18S-G1358a-RA	snoRNA	75	75	3R
FBgn0086054	snoRNA:Me18S-G1358b	snoRNA:Me18S-G1358b-RA	snoRNA	75	75	3R
FBgn0086055	snoRNA:Me18S-C1096	snoRNA:Me18S-C1096-RA	snoRNA	85	85	3R
FBgn0086056	snoRNA:Me18S-A425	snoRNA:Me18S-A425-RA	snoRNA	84	84	3R
FBgn0086057	snoRNA:Me28S-G2017	snoRNA:Me28S-G2017-RA	snoRNA	93	93	3R
FBgn0086058	snoRNA:Me18S-G1189	snoRNA:Me18S-G1189-RA	snoRNA	72	72	3R
FBgn0086059	snoRNA:Me18S-C1280	snoRNA:Me18S-C1280-RA	snoRNA	95	95	3R
FBgn0086060	snoRNA:Me28S-U1554	snoRNA:Me28S-U1554-RA	snoRNA	115	115	3R
FBgn0086061	snoRNA:Or-CD8	snoRNA:Or-CD8-RA	snoRNA	92	92	3R
FBgn0086062	snoRNA:Me28S-C788b	snoRNA:Me28S-C788b-RA	snoRNA	70	70	3L
FBgn0086063	snoRNA:Me28S-C788a	snoRNA:Me28S-C788a-RA	snoRNA	72	72	3L
FBgn0086064	snoRNA:Me28S-G3113b	snoRNA:Me28S-G3113b-RA	snoRNA	84	84	3L
FBgn0086065	snoRNA:Me28S-G3113a	snoRNA:Me28S-G3113a-RA	snoRNA	80	80	3L
FBgn0086066	snoRNA:Me5.8S-G74	snoRNA:Me5.8S-G74-RA	snoRNA	71	71	3L
FBgn0086067	snoRNA:Me28S-A771	snoRNA:Me28S-A771-RA	snoRNA	75	75	3L
FBgn0086068	snoRNA:Or-CD12	snoRNA:Or-CD12-RA	snoRNA	78	78	3L
FBgn0086069	snoRNA:Me28S-C3351	snoRNA:Me28S-C3351-RA	snoRNA	77	77	3L
FBgn0086070	snoRNA:Or-CD11c	snoRNA:Or-CD11c-RA	snoRNA	67	67	3L
FBgn0086071	snoRNA:Or-CD11b	snoRNA:Or-CD11b-RA	snoRNA	67	67	3L
FBgn0086072	snoRNA:Or-CD11a	snoRNA:Or-CD11a-RA	snoRNA	67	67	3L
FBgn0086073	snoRNA:Me18S-A1494	snoRNA:Me18S-A1494-RA	snoRNA	132	132	3L
FBgn0086074	snoRNA:Me18S-A1806	snoRNA:Me18S-A1806-RA	snoRNA	78	78	3L
FBgn0086075	snoRNA:Me28S-G3253	snoRNA:Me28S-G3253-RA,snoRNA:28S-G3253	snoRNA	88	88	3L
FBgn0086076	snoRNA:MeU2-A31	snoRNA:MeU2-A31-RA	snoRNA	115	115	3L
FBgn0086077	snoRNA:Me18S-G962	snoRNA:Me18S-G962-RA	snoRNA	81	81	3L
FBgn0086078	snoRNA:Me28S-A774b	snoRNA:Me28S-A774b-RA	snoRNA	73	73	3L
FBgn0086079	snoRNA:Me28S-A774a	snoRNA:Me28S-A774a-RA	snoRNA	73	73	3L
FBgn0086080	snoRNA:Me28S-A576	snoRNA:Me28S-A576-RA	snoRNA	121	121	3L
FBgn0086081	snoRNA:Me28S-A30	snoRNA:Me28S-A30-RA	snoRNA	101	101	3L
FBgn0086082	snoRNA:Or-CD11	snoRNA:Or-CD11-RA	snoRNA	89	89	3L
FBgn0086129	snama	snama-RA	protein_coding	5411	4309	2R
FBgn0086130	Dbp21E2	KH1-RA,KH1	protein_coding	1797	1732	2L
FBgn0086133	kdn	kdn-RA	protein_coding	10565	2707	X
FBgn0086134	Prosalpha2	Pros25-RA,Pros25	protein_coding	1236	920	3R
FBgn0086200	CR42490	CG42490,CG42490-RA	pseudogene	2417	1916	2L
FBgn0086221	lwf		protein_coding	11557	3278	X
FBgn0086250	opa1-like		protein_coding	4829	3207	2R
FBgn0086251	del	del-RA	protein_coding	3410	3292	2L
FBgn0086253	rumi	rumi-RA	protein_coding	1584	1534	3R
FBgn0086254	CG6084	CG6084-RA	protein_coding	3847	1521	3L
FBgn0086265	psd	Fcp26Aa,psd-RA	protein_coding	1865	1543	2L
FBgn0086266	Vm26Ac	Vm26Ac-RA,Fcp26Ac	protein_coding	627	627	2L
FBgn0086346	ALiX	ALiX-RA	protein_coding	3645	2892	3R
FBgn0086347	Myo31DF	Myo31DF-RB	protein_coding	14966	4318	2L
FBgn0086348	se	se-RA	protein_coding	938	825	3L
FBgn0086349	nbs		protein_coding	2795	2598	3L
FBgn0086350	tef	tef-RA	protein_coding	2290	2168	2R
FBgn0086355	Tpi	Tpi-RA	protein_coding	1619	1558	3R
FBgn0086356	tum	tum-RA	protein_coding	2540	2353	2R
FBgn0086357	Sec61alpha	Sec61alpha-RA	protein_coding	3394	2128	2L
FBgn0086358	Tab2	Tab2-RA	protein_coding	11980	3976	2R
FBgn0086359	Invadolysin	Invadolysin-RA	protein_coding	14467	3610	3R
FBgn0086360	gatA		protein_coding	2669	1646	3R
FBgn0086361	alph	alph-RE	protein_coding	25327	3149	3R
FBgn0086362	spn-F	spn-F-RA	protein_coding	1533	1465	3R
FBgn0086364	rdx	rdx-RA	protein_coding	64104	5611	3R
FBgn0086365	Orct2	Orct2-RA	protein_coding	2700	2700	3R
FBgn0086367	t	t-RA	protein_coding	5603	1975	X
FBgn0086368	tw	tw-RA	protein_coding	3470	2840	X
FBgn0086369	mir-278	mir-278-RA	miRNA	22	22	2R
FBgn0086370	sra	sra-RA	protein_coding	10586	2372	3R
FBgn0086371	poly	poly-RA	protein_coding	5095	1465	3R
FBgn0086372	lap	lap-RD	protein_coding	13948	6158	3R
FBgn0086376	brp		protein_coding	29358	5698	2R
FBgn0086377	Syx7	Syx7-RB	protein_coding	2295	1610	3L
FBgn0086378	Alg-2	Alg-2-RD	protein_coding	4548	1290	3R
